584,1611,-0.44360316,-1.6313299,-2.175309,-2.2795115,-2.2951972,-2.3175452,-2.3688056,-2.4517417,-2.4874284,-2.178155,-1.1577986,-0.47284782,-1.7574102,-2.4267738,-2.6163833,-2.6852136,-2.7418554,-2.77659,-2.7654932,-2.6546078,-2.206807,-1.1083436,-0.443003,-1.7763594,-2.5204065,-2.7540467,-2.8427763,-2.9118319,-2.9293027,-2.8470175,-2.6274776,-2.0867887,-0.9732189,-0.40972164,-1.7803373,-2.532656,-2.7432904,-2.804616,-2.8600621,-2.8751867,-2.785132,-2.5406284,-1.9606578,-0.84689724,-0.37437105,-1.7535893,-2.496263,-2.6858714,-2.7192416,-2.7501836,-2.7622807,-2.6981912,-2.4888613,-1.9136711,-0.80064327,-0.32055777,-1.6435403,-2.374895,-2.5750666,-2.599513,-2.6047685,-2.603762,-2.5696466,-2.4282837,-1.9194392,-0.8549674,-0.17426634,-1.3273684,-1.9595016,-2.1196368,-2.1119182,-2.0885575,-2.0864372,-2.0990877,-2.05187,-1.6901044,-0.7970788,0.2006148,-0.61025363,-0.9883771,-1.0309982,-0.98069566,-0.94268966,-0.9528006,-1.0093186,-1.0499427,-0.894625,-0.3359319,0.7987465,0.39331195,0.27004954,0.3061961,0.3499176,0.36819628,0.34795985,0.28978905,0.22509824,0.2327541,0.4538566,1.1278999,0.9961767,0.96373993,0.9742157,0.9701811,0.95526814,0.93548137,0.9110057,0.883672,0.86403906,0.91017973,0.72140837,0.69229746,0.6571017,0.6314997,0.6096802,0.5916003,0.58332145,0.5838177,0.5836356,0.5682274,0.55026627
585,1532,-0.5798865,-1.8508837,-2.444035,-2.5721982,-2.5855765,-2.582674,-2.5745068,-2.5594244,-2.466803,-1.9477618,-0.7467365,-0.5029432,-1.8094535,-2.4740949,-2.6754944,-2.7400231,-2.7420962,-2.6933331,-2.6143126,-2.450787,-1.8823014,-0.68959033,-0.37012798,-1.683828,-2.402579,-2.6510146,-2.738105,-2.7221901,-2.6186051,-2.4731524,-2.2639105,-1.7047756,-0.5733742,-0.32221806,-1.6244982,-2.3501344,-2.590407,-2.662126,-2.6296873,-2.5119977,-2.3590193,-2.154919,-1.6150631,-0.50546765,-0.3519389,-1.6684449,-2.3800955,-2.5745606,-2.6138637,-2.5923045,-2.5289803,-2.4441657,-2.2758732,-1.7131261,-0.55291015,-0.32543552,-1.639367,-2.3251371,-2.4721382,-2.4836488,-2.4804256,-2.479258,-2.469615,-2.3488638,-1.7956593,-0.62997985,-0.079378925,-1.2230316,-1.7857618,-1.8570429,-1.820971,-1.8020027,-1.8169024,-1.8509648,-1.8224435,-1.4395896,-0.47910702,0.42075923,-0.32566664,-0.6388857,-0.610894,-0.5193853,-0.46488392,-0.4652759,-0.51438123,-0.5789763,-0.4423325,0.1391595,0.9277724,0.61275655,0.53796864,0.61408174,0.7067267,0.76002586,0.7608015,0.71515393,0.6413387,0.6534799,0.8955016,0.9760581,0.89224195,0.9094717,0.9571913,0.9969516,1.0128255,0.9998082,0.96876687,0.94718647,0.9637619,1.026846,0.38674212,0.35039216,0.35612914,0.36181933,0.36237532,0.3600513,0.35252503,0.3465464,0.36437297,0.39630842,0.40097994
581,1932,0.17384464,-1.1424838,-2.216127,-2.615359,-2.7173433,-2.796765,-2.8143756,-2.6962366,-2.4714553,-2.1928182,-1.5402557,0.22001651,-1.0669471,-2.1623406,-2.568236,-2.6705856,-2.756774,-2.7551818,-2.5971699,-2.3261633,-2.0371478,-1.4396638,0.2766687,-0.9850307,-2.0806236,-2.496156,-2.6110828,-2.7109163,-2.7128408,-2.5516357,-2.2817726,-2.021753,-1.4835974,0.34556147,-0.880497,-1.9567444,-2.371721,-2.498816,-2.6223943,-2.6547523,-2.5251715,-2.2885327,-2.0738385,-1.5823786,0.38553298,-0.83592063,-1.8900461,-2.2761803,-2.3876882,-2.5225527,-2.593921,-2.5120306,-2.3087184,-2.1213431,-1.6651145,0.4044859,-0.82301193,-1.834552,-2.145895,-2.1910162,-2.2975655,-2.3880467,-2.3515353,-2.1922557,-2.0578153,-1.6804271,0.5393325,-0.5255325,-1.3727934,-1.5601479,-1.5095096,-1.5549496,-1.6319038,-1.6226424,-1.522493,-1.4899632,-1.2744844,0.8462071,0.1830896,-0.33954802,-0.40482247,-0.30788523,-0.3016741,-0.34130153,-0.33733296,-0.2927664,-0.34067425,-0.29046682,1.0992622,0.85588896,0.6652792,0.6589419,0.71776783,0.73408085,0.7262119,0.72901326,0.7324473,0.6764164,0.6578047,0.87695515,0.83810556,0.8055456,0.8017948,0.80661005,0.80269706,0.7944475,0.7868724,0.77509844,0.74809504,0.73316664,0.12325515,0.12712985,0.123534024,0.110945106,0.09261637,0.07245428,0.05326351,0.03807559,0.032149237,0.034503017,0.037514508
580,2005,-0.32230648,-1.557213,-2.4611416,-2.7951403,-2.8209295,-2.8300428,-2.8134358,-2.7262776,-2.6015,-2.2549188,-1.3599676,-0.25029016,-1.5166447,-2.4627624,-2.8102894,-2.8573952,-2.883623,-2.8233302,-2.6608946,-2.5068653,-2.1972744,-1.3655791,-0.2427253,-1.4987718,-2.3951716,-2.7005458,-2.7787015,-2.845953,-2.7272568,-2.474699,-2.3363311,-2.1217532,-1.3664993,-0.22153449,-1.4724604,-2.332771,-2.598179,-2.6987722,-2.803205,-2.6342754,-2.2983873,-2.1884909,-2.0974414,-1.4203975,-0.11443148,-1.3902341,-2.2952633,-2.56732,-2.660488,-2.766702,-2.5887177,-2.2274284,-2.1361518,-2.1401937,-1.5291456,-0.025646629,-1.3190985,-2.2755969,-2.5709903,-2.6218338,-2.6857789,-2.5436893,-2.233672,-2.1415555,-2.1712503,-1.621389,0.06269201,-1.1246747,-2.0026133,-2.2733936,-2.2633016,-2.262061,-2.1713824,-1.9612479,-1.8682588,-1.8831682,-1.4489303,0.3637204,-0.5088976,-1.1420918,-1.327699,-1.2701224,-1.217745,-1.1669403,-1.0593976,-0.98845696,-1.0009785,-0.7586937,0.8299537,0.37880206,0.04625746,-0.050437704,-0.0011308389,0.046401173,0.06496343,0.10155827,0.1406675,0.122952655,0.19180308,0.9964445,0.8559389,0.73628515,0.68612194,0.6848099,0.6842458,0.67343897,0.6766889,0.6937703,0.6835827,0.6802842,0.4735536,0.44465306,0.4114256,0.38347393,0.36062655,0.33876288,0.3198263,0.31086275,0.30903992,0.3000115,0.28465468
818,1264,-0.50519097,-0.5050445,0.09065278,0.7469962,0.99122936,0.64179564,-0.32208684,-0.93122196,-0.39246178,0.5802046,1.1849442,-0.017149573,-0.45126814,-0.41217786,-0.009301326,0.27483264,0.03633513,-0.7251173,-1.0815593,-0.40931505,0.46260446,0.9107022,0.60161746,0.07805598,-0.50645226,-0.82876694,-0.9013532,-0.9564044,-1.0755744,-0.8653009,-0.12642503,0.47434473,0.6703712,0.83879036,0.3699116,-0.59138036,-1.4686731,-1.8648303,-1.8581398,-1.6054349,-1.099952,-0.3313152,0.27747467,0.48515862,0.75640064,0.12750123,-1.0157267,-1.9300975,-2.2605138,-2.2562537,-2.1019096,-1.7490704,-1.0283533,-0.18415348,0.29388255,0.65218407,-0.16765764,-1.4128778,-2.2284672,-2.407782,-2.361534,-2.322266,-2.1908429,-1.647218,-0.72893834,0.014708603,0.57906646,-0.278419,-1.5379004,-2.3536997,-2.5569959,-2.4675155,-2.3336985,-2.2305458,-1.9337798,-1.2304204,-0.38889495,0.376233,-0.5168857,-1.6598995,-2.3578837,-2.591808,-2.5404797,-2.3372061,-2.1850812,-2.0549831,-1.6005105,-0.7665134,0.013094792,-0.99926424,-1.9257162,-2.319787,-2.4724529,-2.5152779,-2.403094,-2.2552261,-2.1482058,-1.778988,-0.9461277,-0.3335147,-1.4134067,-2.1270213,-2.2785864,-2.3786938,-2.5057333,-2.5132186,-2.3919759,-2.247387,-1.8858247,-1.0457296,-0.5506081,-1.5692477,-2.1767588,-2.2706745,-2.3717477,-2.515701,-2.5843585,-2.5088155,-2.3703296,-2.057745,-1.2694912
813,1232,0.16456346,0.102876775,-0.22403271,-0.62706894,-0.64056563,-0.19207701,0.23890688,0.50144684,0.67096883,0.750878,0.7855374,0.17003395,0.12997471,-0.24189083,-0.8984421,-1.3368032,-1.2145903,-0.803412,-0.37254658,-0.016226955,0.2368163,0.43663377,0.15674455,0.13783039,-0.25416014,-1.0659933,-1.8054161,-2.0053146,-1.7718983,-1.3860171,-0.9918006,-0.6081304,-0.1992442,0.06421651,0.07802158,-0.2672479,-1.1147239,-2.017339,-2.4472778,-2.3960638,-2.1319065,-1.8143272,-1.4440812,-0.9821258,-0.0643441,-0.02779665,-0.29097238,-1.0926459,-2.0711055,-2.661263,-2.7279048,-2.5354323,-2.302886,-2.0471997,-1.7116852,-0.13232575,-0.110481426,-0.32850885,-1.0777172,-2.0639973,-2.7216358,-2.866019,-2.7581816,-2.6310673,-2.4955134,-2.280448,-0.115149386,-0.13817203,-0.36387146,-1.0964087,-2.0671725,-2.714059,-2.868059,-2.809536,-2.7603304,-2.7098877,-2.586028,-0.10810468,-0.15420994,-0.35049653,-1.0477893,-2.02382,-2.682516,-2.8071182,-2.7285547,-2.6911118,-2.6740427,-2.6451178,-0.20735112,-0.22400971,-0.29071203,-0.82786435,-1.7516607,-2.4983156,-2.7287464,-2.724303,-2.6995492,-2.6550837,-2.6583407,-0.3913715,-0.37414005,-0.30757397,-0.56089944,-1.2448435,-2.0423415,-2.5531428,-2.7830408,-2.800018,-2.7268448,-2.746179,-0.5354383,-0.5232982,-0.4208178,-0.4116704,-0.6994763,-1.3248203,-2.066814,-2.6302273,-2.8087199,-2.7926702,-2.8519669
583,1690,-0.48848808,-1.7267095,-2.2831059,-2.3327532,-2.3470652,-2.3303688,-2.218148,-2.2322528,-2.2967675,-1.8295041,-0.6090532,-0.44075882,-1.6557165,-2.2221105,-2.3127062,-2.3746803,-2.3746147,-2.2495859,-2.2606983,-2.3306344,-1.8387967,-0.587366,-0.38339275,-1.5848762,-2.164261,-2.2663686,-2.3242638,-2.3413453,-2.2512193,-2.2562106,-2.277926,-1.7596929,-0.5287603,-0.30339694,-1.551988,-2.187522,-2.2900455,-2.291462,-2.3083587,-2.2710574,-2.2413168,-2.147825,-1.5957029,-0.45075002,-0.16784231,-1.420447,-2.1224751,-2.2860372,-2.2647886,-2.2752137,-2.2657106,-2.1639428,-1.9300582,-1.3649676,-0.3630206,-0.0637883,-1.2165552,-1.9042253,-2.125102,-2.143972,-2.1561084,-2.1068316,-1.9074646,-1.6037595,-1.1348722,-0.31200463,0.056121442,-0.90875113,-1.4721503,-1.6637579,-1.7262709,-1.7465178,-1.642877,-1.409656,-1.1741085,-0.9124573,-0.29320714,0.32474506,-0.40272942,-0.78487897,-0.86135393,-0.87064594,-0.87598664,-0.8212729,-0.7172761,-0.63002455,-0.50520366,-0.034492757,0.80413723,0.3491738,0.13362941,0.13900533,0.20481622,0.23212619,0.20097102,0.14266105,0.118689805,0.20723401,0.5426082,1.1928135,0.9872433,0.88282025,0.8767604,0.9357396,0.97593045,0.9281018,0.8302377,0.7847964,0.85178214,1.0246055,0.9212386,0.8634728,0.8263429,0.80359536,0.81844443,0.83959997,0.81742185,0.7669959,0.7453151,0.77634287,0.82894915
766,761,1.2451726,1.3119481,1.2645879,1.2317702,1.2263421,1.2585795,1.1949153,0.93228906,0.76781183,1.0192592,1.401016,0.78301686,0.8805173,0.9046306,0.9307421,0.9656991,0.978131,0.8715011,0.6225494,0.5487764,0.91401106,1.3775481,-0.32027283,-0.1980931,-0.058235914,0.035108816,0.056907292,0.0027469497,-0.09186713,-0.13479167,0.12562506,0.76660466,1.3422269,-1.4544504,-1.3894987,-1.2254289,-1.1571422,-1.2209835,-1.3467034,-1.3461732,-1.0342431,-0.2912557,0.69960564,1.3747095,-2.0890062,-2.1199415,-2.0110188,-2.0038538,-2.1100461,-2.2395618,-2.1266847,-1.5370001,-0.4616281,0.7288215,1.4124606,-2.2997847,-2.3585808,-2.256575,-2.2731864,-2.3955638,-2.496831,-2.3006165,-1.5969468,-0.43110815,0.7695429,1.397782,-2.364581,-2.3998203,-2.2165275,-2.189478,-2.371023,-2.5061212,-2.272996,-1.5339991,-0.36842766,0.78038573,1.3563225,-2.3914323,-2.4006443,-2.0890887,-1.9528139,-2.2159085,-2.4728413,-2.2642658,-1.4965248,-0.30967072,0.79247904,1.3200698,-2.4016924,-2.3263803,-1.8639284,-1.6388854,-2.0212028,-2.4559405,-2.302918,-1.4806632,-0.24258271,0.8243007,1.3052346,-2.3913527,-2.1994932,-1.6053499,-1.3397355,-1.8480432,-2.454801,-2.3598547,-1.4763944,-0.18570067,0.8510099,1.2895846,-2.3467324,-2.1027884,-1.476183,-1.2183079,-1.7883496,-2.4761415,-2.411467,-1.4909486,-0.15984832,0.8721293,1.2872727
891,179,-2.4290667,-2.3649547,-2.2498348,-2.2383442,-2.4210944,-2.6922994,-2.865778,-2.8850996,-2.8468714,-2.8094,-2.7708097,-2.4306083,-2.3462539,-2.2500532,-2.2526681,-2.3895135,-2.5698924,-2.6833081,-2.730841,-2.7839146,-2.8244104,-2.789945,-2.241037,-2.1242108,-1.986978,-1.8912444,-1.8762224,-1.9217834,-1.9826705,-2.0736957,-2.2359157,-2.4401765,-2.611801,-2.1974986,-1.9227406,-1.4397035,-1.0043637,-0.78401655,-0.75067616,-0.7853743,-0.86407673,-1.0792105,-1.4845214,-2.0114925,-2.436455,-1.9376851,-0.9759967,-0.1455144,0.1998195,0.17349145,0.07690461,0.004781036,-0.22687094,-0.7389791,-1.4599967,-2.6539702,-2.1327195,-1.0843647,-0.1033504,0.33900005,0.29538086,0.145661,0.033931606,-0.25366235,-0.8069166,-1.5052309,-2.5529637,-2.2456198,-1.5485156,-0.62743396,0.04306172,0.2319187,0.16070957,-0.04302724,-0.505093,-1.1784708,-1.8434701,-2.2297451,-2.1030195,-1.6949524,-0.80996215,0.1430713,0.6721352,0.7170126,0.3434498,-0.387109,-1.2241893,-1.8847905,-1.9601197,-1.8961753,-1.5383337,-0.65600646,0.41756138,1.1325672,1.2207658,0.68247396,-0.25250003,-1.1623738,-1.7770607,-1.818237,-1.7617292,-1.3128046,-0.40425715,0.62983036,1.3290486,1.4090906,0.8248697,-0.18475837,-1.1607076,-1.8106773,-1.7990439,-1.7437735,-1.1841751,-0.19945458,0.7541717,1.3080578,1.3435875,0.82599795,-0.13690041,-1.1651323,-1.8500183
825,2016,0.7645626,0.71975917,0.7152167,0.71897453,0.71322215,0.7001925,0.67140794,0.6283612,0.588772,0.5693807,0.57316417,0.8770279,0.6099995,0.28128916,0.118072435,0.12994036,0.15997286,0.14208722,0.09935872,0.059028286,0.039646793,0.043684185,0.8488434,0.22303866,-0.6219922,-1.1193125,-1.1702273,-1.106021,-1.106885,-1.148203,-1.1855751,-1.1992365,-1.1937767,0.8075266,-0.0679006,-1.3286494,-2.140365,-2.2849774,-2.2197578,-2.2223115,-2.2684946,-2.294884,-2.2858446,-2.2756178,0.81236744,-0.05996956,-1.4526391,-2.418695,-2.6262648,-2.5764406,-2.5763996,-2.601686,-2.59855,-2.5712109,-2.5842772,0.853038,0.081361346,-1.2856827,-2.30276,-2.5685081,-2.5468538,-2.5151453,-2.4779334,-2.446496,-2.4507182,-2.5249786,0.90497947,0.19829871,-1.1412107,-2.2078133,-2.5403066,-2.5341666,-2.4757109,-2.4128952,-2.3998928,-2.4610415,-2.5505142,0.94830877,0.29644588,-1.0212989,-2.1502259,-2.5534585,-2.5543878,-2.498676,-2.4605367,-2.484715,-2.5752614,-2.6139245,1.0063194,0.40550765,-0.8957758,-2.1010954,-2.5987628,-2.6300743,-2.5805151,-2.5349276,-2.5384488,-2.621076,-2.6359205,1.1046649,0.5402707,-0.75059664,-2.0339727,-2.6435285,-2.7413642,-2.7194314,-2.6548524,-2.6051166,-2.6680999,-2.7135677,1.0808526,0.6380783,-0.50974137,-1.7345117,-2.3928723,-2.5859303,-2.6674366,-2.673962,-2.637927,-2.695276,-2.7607386
